iter	Passed	Remaining
2632	2246513	6285631
2633	2247311	6284623
2634	2248107	6283609
2635	2248893	6282568
2636	2249779	6281807
2637	2250571	6280782
2638	2251451	6280005
2639	2252330	6279223
2640	2253216	6278464
2641	2254100	6277694
2642	2254975	6276902
2643	2255864	6276148
2644	2256754	6275397
2645	2257645	6274651
2646	2258529	6273881
2647	2259320	6272857
2648	2260204	6272089
2649	2260998	6271072
2650	2261877	6270289
2651	2262652	6269220
2652	2263537	6268454
2653	2264320	6267407
2654	2265199	6266624
2655	2266082	6265854
2656	2266966	6265085
2657	2267847	6264310
2658	2268731	6263542
2659	2269618	6262780
2660	2270499	6262003
2661	2271391	6261257
2662	2272171	6260204
2663	2273058	6259443
2664	2273847	6258414
2665	2274638	6257389
2666	2275525	6256628
2667	2276400	6255835
2668	2277195	6254821
2669	2278076	6254045
2670	2278956	6253266
2671	2279844	6252506
2672	2280732	6251749
2673	2281614	6250975
2674	2282495	6250198
2675	2283379	6249428
2676	2284269	6248675
2677	2285156	6247915
2678	2286032	6247124
2679	2286908	6246333
2680	2287701	6245314
2681	2288484	6244267
2682	2289366	6243493
2683	2290237	6242689
2684	2291119	6241914
2685	2291918	6240913
2686	2292808	6240159
2687	2293597	6239132
2688	2294481	6238362
2689	2295370	6237604
2690	2296161	6236581
2691	2297042	6235804
2692	2297827	6234766
2693	2298704	6233978
2694	2299499	6232965
2695	2300381	6232191
2696	2301262	6231413
2697	2302047	6230374
2698	2302936	6229617
2699	2303823	6228855
2700	2304711	6228097
2701	2305600	6227340
2702	2306488	6226580
2703	2307374	6225814
2704	2308252	6225027
2705	2309132	6224248
2706	2309915	6223205
2707	2310796	6222425
2708	2311677	6221646
2709	2312567	6220891
2710	2313452	6220124
2711	2314334	6219346
2712	2315203	6218536
2713	2315991	6217507
2714	2316881	6216751
2715	2317767	6215985
2716	2318560	6214970
2717	2319348	6213941
2718	2320252	6213225
2719	2321127	6212429
2720	2321902	6211367
2721	2322699	6210363
2722	2323498	6209363
2723	2324282	6208325
2724	2325167	6207556
2725	2326050	6206783
2726	2326942	6206032
2727	2327829	6205270
2728	2328718	6204512
2729	2329601	6203738
2730	2330396	6202728
2731	2331280	6201955
2732	2332170	6201200
2733	2332949	6200150
2734	2333831	6199373
2735	2334720	6198614
2736	2335605	6197846
2737	2336482	6197055
2738	2337367	6196285
2739	2338251	6195514
2740	2339044	6194500
2741	2339836	6193483
2742	2340723	6192719
2743	2341600	6191930
2744	2342483	6191153
2745	2343371	6190392
2746	2344246	6189594
2747	2345135	6188836
2748	2346019	6188062
2749	2346898	6187276
2750	2347772	6186479
2751	2348568	6185472
2752	2349452	6184701
2753	2350250	6183702
2754	2351138	6182938
2755	2352021	6182163
2756	2352910	6181403
2757	2353790	6180619
2758	2354677	6179856
2759	2355564	6179089
2760	2356354	6178070
2761	2357242	6177307
2762	2358115	6176503
2763	2358999	6175731
2764	2359865	6174911
2765	2360752	6174143
2766	2361632	6173360
2767	2362520	6172596
2768	2363305	6171565
2769	2364094	6170543
2770	2364883	6169520
2771	2365772	6168760
2772	2366555	6167724
2773	2367350	6166718
2774	2368238	6165955
2775	2369128	6165195
2776	2369915	6164170
2777	2370714	6163175
2778	2371591	6162383
2779	2372389	6161386
2780	2373176	6160359
2781	2373963	6159334
2782	2374752	6158314
2783	2375638	6157546
2784	2376527	6156784
2785	2377414	6156018
2786	2378303	6155257
2787	2379083	6154214
2788	2379967	6153440
2789	2380759	6152428
2790	2381646	6151662
2791	2382522	6150866
2792	2383407	6150095
2793	2384197	6149080
2794	2385079	6148300
2795	2385970	6147543
2796	2386761	6146530
2797	2387647	6145759
2798	2388430	6144725
2799	2389308	6143936
2800	2390198	6143177
2801	2391073	6142379
2802	2391949	6141584
2803	2392832	6140806
2804	2393705	6140004
2805	2394594	6139243
2806	2395380	6138216
2807	2396258	6137425
2808	2397136	6136635
2809	2397930	6135629
2810	2398819	6134867
2811	2399699	6134082
2812	2400588	6133321
2813	2401384	6132321
2814	2402273	6131558
2815	2403156	6130779
2816	2404023	6129960
2817	2404916	6129208
2818	2405708	6128199
2819	2406490	6127164
2820	2407387	6126421
2821	2408270	6125644
2822	2409153	6124865
2823	2410045	6124110
2824	2410928	6123332
2825	2411811	6122552
2826	2412694	6121776
2827	2413567	6120970
2828	2414447	6120185
2829	2415338	6119426
2830	2416225	6118657
2831	2417023	6117663
2832	2417906	6116885
2833	2418785	6116095
2834	2419663	6115304
2835	2420461	6114310
2836	2421340	6113523
2837	2422125	6112495
2838	2423018	6111740
2839	2423891	6110938
2840	2424779	6110171
2841	2425573	6109167
2842	2426463	6108405
2843	2427343	6107620
2844	2428133	6106606
2845	2428931	6105612
2846	2429712	6104577
2847	2430599	6103808
2848	2431482	6103029
2849	2432271	6102014
2850	2433158	6101244
2851	2433944	6100222
2852	2434727	6099193
2853	2435611	6098415
2854	2436488	6097621
2855	2437379	6096862
2856	2438264	6096088
2857	2439042	6095044
2858	2439826	6094018
2859	2440629	6093041
2860	2441496	6092219
2861	2442372	6091423
2862	2443160	6090408
2863	2444039	6089616
2864	2444926	6088848
2865	2445817	6088088
2866	2446706	6087324
2867	2447495	6086309
2868	2448287	6085303
2869	2449176	6084540
2870	2450060	6083762
2871	2450941	6082976
2872	2451827	6082203
2873	2452710	6081424
2874	2453497	6080406
2875	2454369	6079600
2876	2455166	6078606
2877	2455955	6077592
2878	2456827	6076785
2879	2457705	6075994
2880	2458487	6074964
2881	2459265	6073925
2882	2460063	6072936
2883	2460950	6072165
2884	2461727	6071123
2885	2462518	6070116
2886	2463398	6069328
2887	2464175	6068288
2888	2465053	6067495
2889	2465833	6066462
2890	2466626	6065461
2891	2467506	6064673
2892	2468394	6063904
2893	2469280	6063132
2894	2470075	6062137
2895	2470964	6061370
2896	2471754	6060362
2897	2472638	6059585
2898	2473430	6058582
2899	2474320	6057819
2900	2475209	6057054
2901	2476003	6056055
2902	2476887	6055278
2903	2477767	6054489
2904	2478652	6053714
2905	2479536	6052937
2906	2480420	6052157
2907	2481299	6051366
2908	2482189	6050603
2909	2483073	6049825
2910	2483941	6049008
2911	2484826	6048231
2912	2485700	6047427
2913	2486583	6046647
2914	2487376	6045647
2915	2488252	6044849
2916	2489047	6043853
2917	2489926	6043063
2918	2490795	6042249
2919	2491686	6041485
2920	2492474	6040475
2921	2493358	6039696
2922	2494224	6038872
2923	2495101	6038076
2924	2495892	6037073
2925	2496686	6036076
2926	2497465	6035044
2927	2498339	6034240
2928	2499223	6033462
2929	2500016	6032463
2930	2500901	6031686
2931	2501779	6030893
2932	2502565	6029876
2933	2503355	6028870
2934	2504233	6028078
2935	2505021	6027066
2936	2505909	6026298
2937	2506690	6025272
2938	2507579	6024504
2939	2508447	6023686
2940	2509334	6022915
2941	2510116	6021889
2942	2511004	6021120
2943	2511795	6020119
2944	2512589	6019124
2945	2513471	6018340
2946	2514254	6017317
2947	2515129	6016517
2948	2516017	6015747
2949	2516904	6014975
2950	2517781	6014178
2951	2518651	6013366
2952	2519446	6012374
2953	2520331	6011597
2954	2521125	6010602
2955	2521908	6009581
2956	2522698	6008578
2957	2523486	6007569
2958	2524364	6006777
2959	2525151	6005764
2960	2526034	6004984
2961	2526909	6004181
2962	2527795	6003408
2963	2528678	6002625
2964	2529565	6001852
2965	2530442	6001054
2966	2531330	6000286
2967	2532125	5999295
2968	2533014	5998525
2969	2533802	5997519
2970	2534592	5996515
2971	2535476	5995736
2972	2536368	5994975
2973	2537251	5994192
2974	2538043	5993195
2975	2538918	5992393
2976	2539713	5991402
2977	2540594	5990614
2978	2541473	5989824
2979	2542348	5989022
2980	2543233	5988243
2981	2544109	5987445
2982	2544986	5986648
2983	2545866	5985858
2984	2546658	5984860
2985	2547533	5984058
2986	2548319	5983048
2987	2549107	5982043
2988	2549907	5981063
2989	2550689	5980045
2990	2551576	5979271
2991	2552463	5978497
2992	2553353	5977731
2993	2554139	5976721
2994	2555016	5975923
2995	2555885	5975107
2996	2556774	5974337
2997	2557556	5973320
2998	2558348	5972323
2999	2559237	5971553
3000	2560021	5970540
3001	2560901	5969749
3002	2561697	5968764
3003	2562585	5967991
3004	2563366	5966972
3005	2564148	5965953
3006	2564941	5964961
3007	2565821	5964169
3008	2566709	5963397
3009	2567499	5962398
3010	2568297	5961418
3011	2569175	5960623
3012	2570059	5959843
3013	2570943	5959061
3014	2571737	5958072
3015	2572617	5957282
3016	2573495	5956486
3017	2574279	5955474
3018	2575170	5954708
3019	2575955	5953699
3020	2576840	5952918
3021	2577715	5952116
3022	2578593	5951321
3023	2579384	5950326
3024	2580181	5949343
3025	2581073	5948580
3026	2581958	5947801
3027	2582841	5947018
3028	2583730	5946247
3029	2584522	5945255
3030	2585403	5944466
3031	2586194	5943470
3032	2586988	5942482
3033	2587772	5941470
3034	2588566	5940484
3035	2589363	5939501
3036	2590247	5938719
3037	2591132	5937941
3038	2591925	5936949
3039	2592803	5936154
3040	2593673	5935340
3041	2594566	5934580
3042	2595455	5933810
3043	2596329	5933005
3044	2597207	5932209
3045	2598095	5931437
3046	2598885	5930439
3047	2599657	5929403
3048	2600544	5928628
3049	2601330	5927621
3050	2602124	5926634
3051	2603005	5925845
3052	2603782	5924821
3053	2604566	5923810
3054	2605356	5922814
3055	2606147	5921821
3056	2607033	5921044
3057	2607823	5920049
3058	2608615	5919058
3059	2609495	5918266
3060	2610378	5917482
3061	2611259	5916694
3062	2612047	5915693
3063	2612929	5914907
3064	2613714	5913902
3065	2614507	5912914
3066	2615299	5911923
3067	2616188	5911153
3068	2617075	5910377
3069	2617865	5909384
3070	2618658	5908395
3071	2619456	5907419
3072	2620333	5906621
3073	2621223	5905853
3074	2622104	5905063
3075	2622898	5904080
3076	2623787	5903307
3077	2624676	5902537
3078	2625564	5901764
3079	2626453	5900993
3080	2627328	5900190
3081	2628216	5899415
3082	2629005	5898421
3083	2629795	5897426
3084	2630670	5896624
3085	2631548	5895827
3086	2632344	5894847
3087	2633228	5894066
3088	2634103	5893261
3089	2634990	5892487
3090	2635784	5891503
3091	2636569	5890499
3092	2637452	5889714
3093	2638330	5888917
3094	2639208	5888120
3095	2640003	5887138
3096	2640789	5886137
3097	2641669	5885346
3098	2642548	5884551
3099	2643333	5883548
3100	2644221	5882774
3101	2645107	5881995
3102	2645986	5881201
3103	2646774	5880204
3104	2647652	5879409
3105	2648450	5878434
3106	2649333	5877648
3107	2650119	5876647
3108	2650998	5875855
3109	2651879	5875064
3110	2652765	5874285
3111	2653647	5873497
3112	2654522	5872693
3113	2655311	5871699
3114	2656197	5870920
3115	2657065	5870101
3116	2657947	5869313
3117	2658737	5868324
3118	2659617	5867530
3119	2660502	5866748
3120	2661390	5865973
3121	2662268	5865177
3122	2663065	5864201
3123	2663863	5863227
3124	2664653	5862238
3125	2665541	5861462
3126	2666322	5860453
3127	2667211	5859680
3128	2668004	5858695
3129	2668892	5857920
3130	2669777	5857137
3131	2670661	5856355
3132	2671545	5855570
3133	2672437	5854803
3134	2673317	5854011
3135	2674198	5853221
3136	2675082	5852436
3137	2675967	5851653
3138	2676749	5850647
3139	2677640	5849876
3140	2678428	5848882
3141	2679213	5847881
3142	2680114	5847135
3143	2680991	5846335
3144	2681788	5845360
3145	2682661	5844553
3146	2683545	5843767
3147	2684428	5842981
3148	2685222	5841999
3149	2686134	5841275
3150	2687016	5840487
3151	2687910	5839725
3152	2688704	5838743
3153	2689581	5837942
3154	2690474	5837179
3155	2691360	5836398
3156	2692151	5835411
3157	2693036	5834628
3158	2693818	5833622
3159	2694699	5832830
3160	2695487	5831838
3161	2696276	5830847
3162	2697153	5830047
3163	2698031	5829248
3164	2698915	5828463
3165	2699803	5827686
3166	2700671	5826866
3167	2701557	5826085
3168	2702349	5825102
3169	2703225	5824299
3170	2704110	5823515
3171	2704986	5822714
3172	2705766	5821704
3173	2706647	5820911
3174	2707441	5819934
3175	2708332	5819162
3176	2709119	5818167
3177	2710000	5817377
3178	2710869	5816559
3179	2711654	5815560
3180	2712440	5814564
3181	2713317	5813764
3182	2714110	5812784
3183	2714907	5811812
3184	2715787	5811017
3185	2716668	5810224
3186	2717458	5809239
3187	2718344	5808458
3188	2719227	5807668
3189	2720015	5806678
3190	2720895	5805884
3191	2721783	5805107
3192	2722577	5804128
3193	2723458	5803336
3194	2724246	5802346
3195	2725047	5801384
3196	2725930	5800595
3197	2726820	5799822
3198	2727598	5798812
3199	2728484	5798029
3200	2729375	5797258
3201	2730264	5796482
3202	2731046	5795481
3203	2731925	5794684
3204	2732806	5793890
3205	2733694	5793113
3206	2734474	5792106
3207	2735267	5791126
3208	2736156	5790351
3209	2737038	5789560
3210	2737926	5788783
3211	2738712	5787789
3212	2739586	5786981
3213	2740471	5786197
3214	2741358	5785416
3215	2742239	5784625
3216	2743111	5783813
3217	2743990	5783016
3218	2744792	5782056
3219	2745671	5781259
3220	2746556	5780473
3221	2747438	5779683
3222	2748327	5778906
3223	2749207	5778111
3224	2750088	5777317
3225	2750972	5776529
3226	2751860	5775751
3227	2752741	5774957
3228	2753614	5774148
3229	2754400	5773154
3230	2755272	5772343
3231	2756050	5771333
3232	2756921	5770519
3233	2757794	5769708
3234	2758671	5768907
3235	2759554	5768116
3236	2760350	5767146
3237	2761245	5766380
3238	2762129	5765593
3239	2763017	5764814
3240	2763892	5764007
3241	2764775	5763218
3242	2765656	5762424
3243	2766540	5761635
3244	2767329	5760651
3245	2768206	5759847
3246	2769078	5759034
3247	2769960	5758242
3248	2770838	5757443
3249	2771726	5756662
3250	2772595	5755843
3251	2773388	5754866
3252	2774169	5753864
3253	2775060	5753090
3254	2775944	5752302
3255	2776837	5751533
3256	2777725	5750752
3257	2778514	5749769
3258	2779394	5748971
3259	2780275	5748176
3260	2781148	5747364
3261	2782022	5746557
3262	2782908	5745771
3263	2783694	5744780
3264	2784575	5743986
3265	2785461	5743202
3266	2786250	5742218
3267	2787040	5741235
3268	2787930	5740458
3269	2788805	5739651
3270	2789589	5738657
3271	2790481	5737884
3272	2791276	5736912
3273	2792072	5735942
3274	2792962	5735166
3275	2793752	5734185
3276	2794545	5733210
3277	2795427	5732416
3278	2796313	5731632
3279	2797194	5730837
3280	2798076	5730045
3281	2798957	5729250
3282	2799756	5728287
3283	2800638	5727493
3284	2801440	5726536
3285	2802224	5725542
3286	2803011	5724555
3287	2803899	5723774
3288	2804792	5723004
3289	2805589	5722038
3290	2806479	5721260
3291	2807368	5720482
3292	2808253	5719694
3293	2809142	5718915
3294	2810025	5718124
3295	2810913	5717344
3296	2811821	5716603
3297	2812699	5715800
3298	2813572	5714989
3299	2814456	5714199
3300	2815249	5713224
3301	2816048	5712262
3302	2816933	5711475
3303	2817807	5710666
3304	2818693	5709880
3305	2819483	5708899
3306	2820372	5708119
3307	2821169	5707154
3308	2822058	5706375
3309	2822946	5705592
3310	2823729	5704598
3311	2824524	5703628
3312	2825403	5702829
3313	2826195	5701853
3314	2826986	5700877
3315	2827872	5700090
3316	2828760	5699309
3317	2829649	5698529
3318	2830535	5697742
3319	2831417	5696948
3320	2832210	5695976
3321	2833077	5695150
3322	2833959	5694357
3323	2834837	5693555
3324	2835720	5692761
3325	2836501	5691764
3326	2837385	5690974
3327	2838273	5690191
3328	2839155	5689398
3329	2840034	5688598
3330	2840924	5687818
3331	2841720	5686853
3332	2842510	5685873
3333	2843393	5685082
3334	2844272	5684280
3335	2845143	5683463
3336	2845938	5682495
3337	2846734	5681530
3338	2847621	5680745
3339	2848505	5679953
3340	2849393	5679170
3341	2850177	5678180
3342	2851057	5677381
3343	2851935	5676579
3344	2852810	5675771
3345	2853606	5674804
3346	2854385	5673805
3347	2855264	5673004
3348	2856150	5672218
3349	2856937	5671235
3350	2857809	5670419
3351	2858607	5669457
3352	2859488	5668661
3353	2860373	5667871
3354	2861257	5667080
3355	2862142	5666291
3356	2863023	5665494
3357	2863900	5664689
3358	2864791	5663912
3359	2865676	5663121
3360	2866464	5662142
3361	2867339	5661332
3362	2868123	5660343
3363	2868919	5659379
3364	2869809	5658600
3365	2870692	5657806
3366	2871471	5656806
3367	2872353	5656012
3368	2873231	5655208
3369	2874113	5654413
3370	2874995	5653616
3371	2875866	5652801
3372	2876653	5651817
3373	2877442	5650840
3374	2878325	5650046
3375	2879211	5649259
3376	2880092	5648461
3377	2880882	5647484
3378	2881780	5646720
3379	2882556	5645717
3380	2883345	5644738
3381	2884223	5643935
3382	2885108	5643146
3383	2885998	5642365
3384	2886789	5641393
3385	2887663	5640579
3386	2888444	5639588
3387	2889331	5638801
3388	2890119	5637822
3389	2891009	5637042
3390	2891893	5636250
3391	2892768	5635439
3392	2893637	5634618
3393	2894515	5633816
3394	2895407	5633039
3395	2896278	5632221
3396	2897066	5631243
3397	2897851	5630257
3398	2898643	5629287
3399	2899435	5628315
3400	2900315	5627516
3401	2901206	5626737
3402	2902097	5625959
3403	2902973	5625150
3404	2903757	5624165
3405	2904642	5623374
3406	2905522	5622574
3407	2906404	5621778
3408	2907289	5620987
3409	2908176	5620199
3410	2909055	5619397
3411	2909934	5618595
3412	2910719	5617612
3413	2911514	5616647
3414	2912398	5615855
3415	2913180	5614864
3416	2914059	5614062
3417	2914945	5613273
3418	2915740	5612310
3419	2916533	5611342
3420	2917322	5610367
3421	2918211	5609584
3422	2919092	5608785
3423	2919898	5607843
3424	2920679	5606851
3425	2921564	5606061
3426	2922455	5605282
3427	2923339	5604489
3428	2924229	5603707
3429	2925120	5602928
3430	2925993	5602113
3431	2926767	5601109
3432	2927647	5600309
3433	2928534	5599521
3434	2929421	5598733
3435	2930304	5597939
3436	2931191	5597151
3437	2932060	5596328
3438	2932936	5595520
3439	2933820	5594726
3440	2934695	5593917
3441	2935480	5592934
3442	2936363	5592140
3443	2937247	5591346
3444	2938121	5590532
3445	2938999	5589727
3446	2939791	5588759
3447	2940669	5587954
3448	2941553	5587161
3449	2942440	5586372
3450	2943311	5585554
3451	2944199	5584767
3452	2945090	5583987
3453	2945867	5582990
3454	2946738	5582172
3455	2947621	5581375
3456	2948408	5580398
3457	2949281	5579583
3458	2950173	5578803
3459	2951049	5577994
3460	2951934	5577202
3461	2952817	5576406
3462	2953704	5575618
3463	2954489	5574636
3464	2955378	5573852
3465	2956267	5573067
3466	2957157	5572284
3467	2958043	5571494
3468	2958839	5570534
3469	2959726	5569743
3470	2960613	5568955
3471	2961497	5568160
3472	2962368	5567343
3473	2963242	5566529
3474	2964126	5565733
3475	2965009	5564936
3476	2965800	5563967
3477	2966666	5563139
3478	2967549	5562342
3479	2968324	5561344
3480	2969115	5560374
3481	2970002	5559584
3482	2970875	5558770
3483	2971758	5557972
3484	2972554	5557013
3485	2973444	5556229
3486	2974325	5555429
3487	2975213	5554641
3488	2976105	5553861
3489	2976987	5553062
3490	2977772	5552083
3491	2978658	5551290
3492	2979538	5550488
3493	2980414	5549678
3494	2981209	5548717
3495	2982002	5547752
3496	2982873	5546934
3497	2983749	5546122
3498	2984527	5545131
3499	2985397	5544310
3500	2986346	5543634
3501	2987223	5542825
3502	2988024	5541876
3503	2988900	5541065
3504	2989787	5540276
3505	2990578	5539309
3506	2991466	5538520
3507	2992350	5537724
3508	2993233	5536927
3509	2994122	5536140
3510	2994989	5535314
3511	2995876	5534523
3512	2996761	5533729
3513	2997647	5532937
3514	2998531	5532140
3515	2999407	5531330
3516	3000292	5530535
3517	3001186	5529758
3518	3002067	5528957
3519	3002857	5527987
3520	3003649	5527022
3521	3004442	5526058
3522	3005327	5525264
3523	3006212	5524470
3524	3007007	5523510
3525	3007795	5522536
3526	3008665	5521715
3527	3009556	5520932
3528	3010341	5519954
3529	3011226	5519160
3530	3012117	5518376
3531	3013005	5517587
3532	3013890	5516792
3533	3014771	5515990
3534	3015557	5515015
3535	3016443	5514223
3536	3017326	5513423
3537	3018108	5512441
3538	3018892	5511463
3539	3019781	5510673
3540	3020652	5509854
3541	3021540	5509065
3542	3022338	5508111
3543	3023117	5507124
3544	3023992	5506311
3545	3024785	5505348
3546	3025661	5504537
3547	3026442	5503553
3548	3027239	5502597
3549	3028129	5501812
3550	3028915	5500837
3551	3029800	5500043
3552	3030597	5499088
3553	3031483	5498295
3554	3032362	5497490
3555	3033240	5496681
3556	3034118	5495874
3557	3035009	5495090
3558	3035892	5494291
3559	3036776	5493495
3560	3037667	5492710
3561	3038547	5491905
3562	3039427	5491101
3563	3040226	5490150
3564	3041114	5489360
3565	3041896	5488380
3566	3042785	5487590
3567	3043673	5486801
3568	3044565	5486018
3569	3045435	5485196
3570	3046232	5484241
3571	3047122	5483456
3572	3048012	5482668
3573	3048807	5481712
3574	3049676	5480887
3575	3050457	5479904
3576	3051340	5479104
3577	3052225	5478310
3578	3053022	5477355
3579	3053903	5476552
3580	3054778	5475738
3581	3055664	5474945
3582	3056461	5473991
3583	3057254	5473031
3584	3058131	5472221
3585	3058918	5471250
3586	3059805	5470458
3587	3060687	5469655
3588	3061488	5468711
3589	3062368	5467905
3590	3063146	5466918
3591	3063939	5465958
3592	3064825	5465164
3593	3065703	5464356
3594	3066501	5463405
3595	3067280	5462420
3596	3068068	5461452
3597	3068953	5460656
3598	3069837	5459858
3599	3070717	5459053
3600	3071596	5458247
3601	3072481	5457450
3602	3073357	5456638
3603	3074245	5455846
3604	3075132	5455054
3605	3076014	5454253
3606	3076901	5453460
3607	3077697	5452505
3608	3078492	5451549
3609	3079381	5450760
3610	3080253	5449942
3611	3081142	5449152
3612	3081931	5448185
3613	3082817	5447390
3614	3083695	5446581
3615	3084580	5445785
3616	3085458	5444976
3617	3086339	5444172
3618	3087227	5443381
3619	3088023	5442429
3620	3088802	5441444
3621	3089581	5440460
3622	3090461	5439656
3623	3091346	5438858
3624	3092229	5438059
3625	3093023	5437101
3626	3093900	5436290
3627	3094692	5435330
3628	3095573	5434526
3629	3096364	5433566
3630	3097236	5432745
3631	3098122	5431951
3632	3098904	5430972
3633	3099702	5430022
3634	3100581	5429215
3635	3101365	5428242
3636	3102252	5427448
3637	3103134	5426646
3638	3104003	5425821
3639	3104892	5425031
3640	3105771	5424224
3641	3106654	5423424
3642	3107540	5422628
3643	3108426	5421832
3644	3109308	5421030
3645	3110191	5420229
3646	3111068	5419417
3647	3111950	5418614
3648	3112835	5417817
3649	3113722	5417024
3650	3114520	5416075
3651	3115306	5415105
3652	3116091	5414134
3653	3116981	5413346
3654	3117862	5412541
3655	3118736	5411725
3656	3119605	5410899
3657	3120494	5410107
3658	3121381	5409313
3659	3122264	5408512
3660	3123134	5407689
3661	3123926	5406729
3662	3124818	5405944
3663	3125705	5405150
3664	3126587	5404347
3665	3127385	5403399
3666	3128273	5402606
3667	3129142	5401780
3668	3130030	5400987
3669	3130815	5400016
3670	3131688	5399198
3671	3132568	5398390
3672	3133444	5397577
3673	3134332	5396784
3674	3135217	5395986
3675	3136100	5395184
3676	3136882	5394209
3677	3137758	5393396
3678	3138635	5392583
3679	3139522	5391787
3680	3140406	5390989
3681	3141190	5390016
3682	3142068	5389205
3683	3142948	5388399
3684	3143741	5387443
3685	3144624	5386640
3686	3145508	5385841
3687	3146302	5384886
3688	3147092	5383924
3689	3147878	5382958
3690	3148759	5382152
3691	3149646	5381357
3692	3150527	5380550
3693	3151311	5379580
3694	3152181	5378755
3695	3153068	5377961
3696	3153937	5377134
3697	3154727	5376174
3698	3155615	5375381
3699	3156504	5374588
3700	3157298	5373634
3701	3158090	5372678
3702	3158958	5371850
3703	3159842	5371049
3704	3160722	5370242
3705	3161505	5369270
3706	3162394	5368478
3707	3163278	5367677
3708	3164158	5366869
3709	3164945	5365904
3710	3165849	5365138
3711	3166742	5364351
3712	3167629	5363556
3713	3168422	5362602
3714	3169309	5361806
3715	3170194	5361007
3716	3171074	5360200
3717	3171951	5359385
3718	3172828	5358574
3719	3173702	5357755
3720	3174581	5356946
3721	3175366	5355977
3722	3176156	5355019
3723	3177047	5354229
3724	3177825	5353249
3725	3178701	5352434
3726	3179490	5351474
3727	3180379	5350680
3728	3181270	5349892
3729	3182149	5349083
3730	3183029	5348274
3731	3183911	5347469
3732	3184690	5346492
3733	3185470	5345517
3734	3186348	5344705
3735	3187144	5343756
3736	3188034	5342965
3737	3188915	5342158
3738	3189794	5341348
3739	3190673	5340538
3740	3191550	5339726
3741	3192438	5338930
3742	3193321	5338128
3743	3194203	5337323
3744	3195093	5336531
3745	3195982	5335738
3746	3196862	5334929
3747	3197645	5333959
3748	3198433	5332997
3749	3199321	5332202
3750	3200209	5331407
3751	3201090	5330601
3752	3201876	5329636
3753	3202763	5328838
3754	3203652	5328045
3755	3204442	5327087
3756	3205332	5326295
3757	3206114	5325324
3758	3206904	5324366
3759	3207784	5323557
3760	3208670	5322758
3761	3209559	5321964
3762	3210353	5321013
3763	3211234	5320206
3764	3212122	5319410
3765	3213010	5318616
3766	3213896	5317817
3767	3214778	5317011
3768	3215571	5316059
3769	3216351	5315085
3770	3217148	5314139
3771	3218025	5313325
3772	3218914	5312530
3773	3219794	5311721
3774	3220679	5310922
3775	3221556	5310108
3776	3222341	5309141
3777	3223136	5308194
3778	3223928	5307239
3779	3224816	5306444
3780	3225709	5305656
3781	3226497	5304696
3782	3227279	5303726
3783	3228162	5302922
3784	3229051	5302128
3785	3229850	5301186
3786	3230736	5300387
3787	3231615	5299576
3788	3232494	5298766
3789	3233375	5297958
3790	3234169	5297007
3791	3235048	5296196
3792	3235833	5295233
3793	3236716	5294429
3794	3237498	5293458
3795	3238383	5292657
3796	3239261	5291845
3797	3240055	5290896
3798	3240848	5289945
3799	3241729	5289137
3800	3242619	5288344
3801	3243498	5287534
3802	3244388	5286741
3803	3245263	5285922
3804	3246139	5285107
3805	3246940	5284168
3806	3247828	5283372
3807	3248703	5282556
3808	3249497	5281607
3809	3250386	5280811
3810	3251176	5279855
3811	3251962	5278893
3812	3252843	5278086
3813	3253621	5277110
3814	3254505	5276309
3815	3255299	5275359
3816	3256176	5274545
3817	3257060	5273742
3818	3257947	5272944
3819	3258822	5272127
3820	3259615	5271176
3821	3260393	5270201
3822	3261281	5269404
3823	3262074	5268455
3824	3262957	5267649
3825	3263754	5266706
3826	3264634	5265897
3827	3265514	5265088
3828	3266395	5264279
3829	3267274	5263469
3830	3268164	5262674
3831	3269047	5261870
3832	3269931	5261067
3833	3270724	5260115
3834	3271512	5259158
3835	3272399	5258360
3836	3273192	5257410
3837	3273983	5256458
3838	3274765	5255491
3839	3275655	5254697
3840	3276544	5253901
3841	3277424	5253092
3842	3278301	5252277
3843	3279102	5251341
3844	3279901	5250401
3845	3280688	5249443
3846	3281561	5248621
3847	3282445	5247818
3848	3283323	5247005
3849	3284113	5246051
3850	3284988	5245233
3851	3285907	5244485
3852	3286788	5243677
3853	3287672	5242874
3854	3288461	5241918
3855	3289250	5240963
3856	3290125	5240145
3857	3290910	5239184
3858	3291704	5238236
3859	3292580	5237420
3860	3293458	5236606
3861	3294344	5235807
3862	3295131	5234848
3863	3295997	5234017
3864	3296868	5233192
3865	3297645	5232217
3866	3298423	5231247
3867	3299311	5230448
3868	3300190	5229636
3869	3301079	5228841
3870	3301965	5228040
3871	3302848	5227235
3872	3303645	5226294
3873	3304427	5225329
3874	3305213	5224370
3875	3305993	5223401
3876	3306877	5222597
3877	3307760	5221791
3878	3308629	5220964
3879	3309510	5220155
3880	3310399	5219358
3881	3311278	5218547
3882	3312167	5217751
3883	3313047	5216940
3884	3313833	5215981
3885	3314720	5215182
3886	3315514	5214237
3887	3316299	5213277
3888	3317187	5212480
3889	3317978	5211528
3890	3318772	5210584
3891	3319663	5209790
3892	3320540	5208976
3893	3321328	5208020
3894	3322123	5207076
3895	3322914	5206126
3896	3323801	5205326
3897	3324675	5204508
3898	3325565	5203712
3899	3326446	5202903
3900	3327333	5202103
3901	3328215	5201296
3902	3329094	5200483
