iter	Logloss
144	0.2389163258
145	0.2388705157
146	0.2388294378
147	0.2387843223
148	0.2387485017
149	0.2387152196
150	0.2386908843
151	0.2386446495
152	0.2386027718
153	0.2385616051
154	0.2385265626
155	0.2384754963
156	0.2384256797
157	0.2383835949
158	0.2383345561
159	0.2382782931
160	0.2382437058
161	0.2382207364
162	0.2381962764
163	0.238135845
164	0.2381127152
165	0.2380752043
166	0.2380319823
167	0.2380036097
168	0.2379793572
169	0.2379455688
170	0.2378947663
171	0.2378483561
172	0.2378152991
173	0.2377824221
174	0.2377546444
175	0.2377215853
176	0.2376912491
177	0.2376608687
178	0.2376361992
179	0.2376016374
180	0.237566947
181	0.2375304897
182	0.237498055
183	0.2374594468
184	0.2374292739
185	0.2373989377
186	0.2373664275
187	0.2373346714
188	0.2372996927
189	0.2372598276
190	0.2372206719
191	0.2371917935
192	0.2371631236
193	0.2371154684
194	0.2370882864
195	0.2370591909
196	0.2370329996
197	0.2369834176
198	0.2369471157
199	0.2369218244
200	0.2368915926
201	0.236867869
202	0.2368170128
203	0.2367820364
204	0.2367264206
205	0.2366766554
206	0.2366593154
207	0.2366324982
208	0.2366106763
209	0.2365787516
210	0.2365481658
211	0.23650125
212	0.2364791492
213	0.2364593807
214	0.2364291833
215	0.2364008939
216	0.2363685855
217	0.2363281881
218	0.2362930909
219	0.2362601471
220	0.2362231075
221	0.236180339
222	0.2361525509
223	0.2361179681
224	0.2360893305
225	0.2360626488
226	0.2360409758
227	0.2359996573
228	0.2359782552
229	0.2359536275
230	0.2359208961
231	0.2358838917
232	0.2358624053
233	0.2358354207
234	0.235811507
235	0.2357730562
236	0.2357376292
237	0.2357156187
238	0.2356951459
239	0.2356495128
240	0.2356286207
241	0.235611361
242	0.2355869026
243	0.2355637707
244	0.2355332832
245	0.2355172659
246	0.2354853087
247	0.235454461
248	0.2354368692
249	0.2354207077
250	0.2353978616
251	0.2353664877
252	0.2353385141
253	0.2352860424
254	0.2352478563
255	0.2352303913
256	0.2352040129
257	0.2351768115
258	0.2351620098
259	0.2351359618
260	0.2350972716
261	0.2350678688
262	0.2350388635
263	0.2350155476
264	0.234994527
265	0.2349648706
266	0.2349346002
267	0.2349062936
268	0.2348884906
269	0.2348656757
270	0.2348439768
271	0.2348252011
272	0.2347916433
273	0.2347657612
274	0.234745835
275	0.2347069089
276	0.2346736693
277	0.2346496305
278	0.2346315988
279	0.2346171932
280	0.2345879037
281	0.2345750237
282	0.2345611639
283	0.2345330861
284	0.2345094974
285	0.2344914222
286	0.2344658296
287	0.2344374887
288	0.2344058236
289	0.234384979
290	0.2343544775
291	0.2343209591
292	0.2342902457
293	0.2342549107
294	0.23422849
295	0.2342074273
296	0.2341911194
297	0.2341694103
298	0.2341542152
299	0.2341320159
300	0.2340978003
301	0.2340600428
302	0.2340379115
303	0.2340083221
304	0.2339817609
305	0.2339468537
306	0.2339365074
307	0.2339191083
308	0.2338930514
309	0.2338685716
310	0.2338467508
311	0.233830619
312	0.2338014877
313	0.2337841636
314	0.233764372
315	0.2337281887
316	0.2337151165
317	0.233689063
318	0.2336774439
319	0.2336612031
320	0.2336454237
321	0.2336257998
322	0.2336100632
323	0.2335891455
324	0.2335686627
325	0.2335470215
326	0.2335190346
327	0.2334934809
328	0.2334791474
329	0.2334655345
330	0.2334451077
331	0.2334259762
332	0.2333996674
333	0.2333709759
334	0.2333478098
335	0.2333245103
336	0.2332908572
337	0.2332760349
338	0.2332572501
339	0.2332473149
340	0.2332285524
341	0.2332197023
342	0.233203122
343	0.2331763285
344	0.2331688791
345	0.2331398951
346	0.2331147597
347	0.2330943846
348	0.2330736583
349	0.2330618758
350	0.2330437638
351	0.2330255337
352	0.2329939142
353	0.2329736813
354	0.2329405767
355	0.232908452
356	0.2328922223
357	0.2328670506
358	0.2328499194
359	0.2328294598
360	0.2328021074
361	0.2327822054
362	0.2327574234
363	0.2327357932
364	0.2327081486
365	0.232689807
366	0.2326632769
367	0.2326409156
368	0.2326260946
369	0.2326161341
370	0.2325939083
371	0.2325806969
372	0.2325676992
373	0.2325343463
374	0.2325216887
375	0.2325032949
376	0.2324847326
377	0.23246496
378	0.2324508562
379	0.2324174814
380	0.2323918102
381	0.232376301
382	0.2323469394
383	0.2323199723
384	0.232304515
385	0.2322937143
386	0.2322818979
387	0.2322666773
388	0.232246372
389	0.2322222871
390	0.2322010788
391	0.2321685186
392	0.2321533332
393	0.2321455186
394	0.2321353809
395	0.2320972362
396	0.2320796595
397	0.232066286
398	0.2320451991
399	0.2320310269
400	0.2320107574
401	0.2319995614
402	0.2319843101
403	0.2319640447
404	0.2319375107
405	0.2319217101
406	0.2319044205
407	0.2318801935
408	0.2318632779
409	0.231831818
410	0.2318083786
411	0.2317877072
412	0.2317696375
413	0.2317439552
414	0.2317202045
415	0.2316986097
416	0.2316869107
417	0.2316703005
418	0.2316562615
419	0.2316461364
420	0.2316347126
421	0.2316152928
422	0.2315771078
423	0.2315634682
424	0.2315511104
425	0.2315305053
426	0.2315113196
427	0.2314995503
428	0.2314771951
429	0.2314595614
430	0.2314245283
431	0.2314053221
432	0.2313898658
433	0.2313778104
434	0.2313615853
435	0.2313487935
436	0.2313172973
437	0.2312986694
438	0.2312748571
439	0.2312586071
440	0.2312383663
441	0.2312263698
442	0.2312151814
443	0.2311949806
444	0.2311853086
445	0.2311750951
446	0.231158384
447	0.2311470337
448	0.2311377756
449	0.2311275055
450	0.2311157538
451	0.2311046966
452	0.2310877964
453	0.2310757166
454	0.2310557145
455	0.2310482268
456	0.2310276683
457	0.2310022622
458	0.2309902133
459	0.2309741453
460	0.2309458633
461	0.2309350432
462	0.2309274194
463	0.2309076393
464	0.2308888141
465	0.2308684888
466	0.2308431287
467	0.2308225693
468	0.2307903909
469	0.2307758633
470	0.2307514106
471	0.2307328529
472	0.2307273829
473	0.2307096758
474	0.2306887655
475	0.2306708743
476	0.2306558801
477	0.2306332134
478	0.2306176981
479	0.2305937261
480	0.2305812105
481	0.2305634884
482	0.230541526
483	0.2305222717
484	0.2305069868
485	0.2304862143
486	0.230475435
487	0.230460186
488	0.230450681
489	0.2304295876
490	0.2304078204
491	0.2303955631
492	0.2303762816
493	0.2303597562
494	0.2303343085
495	0.230316995
496	0.2302950951
497	0.2302751105
498	0.2302507733
499	0.2302354478
500	0.2302212739
501	0.2302106122
502	0.2301869071
503	0.2301663576
504	0.2301583088
505	0.2301481772
506	0.2301276552
507	0.2301046642
508	0.2300906625
509	0.2300776383
510	0.2300659274
511	0.2300518766
512	0.2300326999
513	0.2300183841
514	0.2300039143
515	0.2299848525
516	0.2299659775
517	0.2299428868
518	0.2299293762
519	0.2299149036
520	0.2298907284
521	0.2298796329
522	0.2298573115
523	0.2298472692
524	0.2298396758
525	0.2298242278
526	0.2298112383
527	0.2297955465
528	0.2297845231
529	0.2297570851
530	0.2297499765
531	0.2297347813
532	0.2297255982
533	0.2297153914
534	0.2297090247
535	0.2296978789
536	0.2296842413
537	0.2296698805
538	0.2296597155
539	0.2296379705
540	0.2296193479
541	0.2295936268
542	0.229586545
543	0.2295670209
544	0.2295525624
545	0.2295345563
546	0.2295198802
547	0.2295114046
548	0.229494936
549	0.2294709118
550	0.2294540847
551	0.2294347169
552	0.2294191743
553	0.2293970985
554	0.229378521
555	0.2293672085
556	0.2293598166
557	0.2293475985
558	0.2293336626
559	0.2293182244
560	0.2293089331
561	0.2292865371
562	0.2292710076
563	0.2292500443
564	0.2292391972
565	0.2292146859
566	0.2292008598
567	0.2291877782
568	0.2291748214
569	0.2291643545
570	0.2291441185
571	0.2291220373
572	0.2291127665
573	0.2290942944
574	0.2290848374
575	0.2290644737
576	0.2290473322
577	0.2290336663
578	0.2290119772
579	0.2289967769
580	0.2289736498
581	0.2289558441
582	0.2289426843
583	0.228932845
584	0.2289187071
585	0.2289110973
586	0.2288896814
587	0.2288775577
588	0.2288529148
589	0.2288303771
590	0.2288140064
591	0.2287986623
592	0.2287795343
593	0.2287722675
594	0.2287551066
595	0.2287445147
596	0.2287303285
597	0.2287038391
598	0.2286909795
599	0.2286777883
600	0.2286673566
601	0.228654641
602	0.2286467145
603	0.2286114274
604	0.2286028697
605	0.2285911423
606	0.2285850519
607	0.2285707808
608	0.2285596619
609	0.228542966
610	0.2285230278
611	0.2285097489
612	0.2284869583
613	0.2284774682
614	0.2284616369
615	0.2284395964
616	0.2284228521
617	0.228412167
618	0.2283993493
619	0.2283813226
620	0.228364693
621	0.2283528978
622	0.2283461928
623	0.228332383
624	0.2283241327
625	0.2283073065
626	0.2282926723
627	0.2282706609
628	0.2282516344
629	0.2282429922
630	0.2282237884
631	0.2282003681
632	0.2281733196
633	0.2281596809
634	0.228141879
635	0.2281224015
636	0.2281153884
637	0.2280925862
638	0.2280802069
639	0.228065673
640	0.2280433889
641	0.2280252636
642	0.2279995951
643	0.2279813515
644	0.227963086
645	0.227944161
646	0.2279252939
647	0.2279042608
648	0.2278839701
649	0.2278626218
650	0.2278488331
651	0.2278331744
652	0.2278219817
653	0.2278146759
654	0.2277883577
655	0.2277712367
656	0.2277438443
657	0.2277352923
658	0.2277211315
659	0.2277083818
660	0.2276821501
661	0.2276593192
662	0.2276454543
663	0.2276363864
664	0.2276124419
665	0.2275916372
666	0.2275757562
667	0.2275733887
668	0.2275631663
669	0.2275497495
670	0.2275311278
671	0.2275207855
672	0.2275058571
673	0.2274840184
674	0.2274670422
675	0.2274530618
676	0.2274402256
677	0.2274254104
678	0.2274094212
679	0.2273959977
680	0.2273809841
681	0.2273713407
682	0.2273480384
683	0.2273307533
684	0.2273074177
685	0.2272928556
686	0.2272862232
687	0.2272659557
688	0.2272541454
689	0.2272450089
690	0.2272328142
691	0.2272130109
692	0.2272020367
693	0.2271903487
694	0.2271752507
695	0.2271608674
696	0.2271474288
697	0.2271326089
698	0.2271185604
699	0.2271010144
700	0.2270841413
701	0.2270691945
702	0.2270523574
703	0.227036828
704	0.2270314419
705	0.2270151265
706	0.2270058275
707	0.2269987044
708	0.2269908151
709	0.2269732594
710	0.2269623772
711	0.2269377669
712	0.2269304732
713	0.2269113662
714	0.2268978771
715	0.2268700903
716	0.2268469722
717	0.2268333605
718	0.2268185808
719	0.2268034537
720	0.2267960853
721	0.2267867175
722	0.2267752616
723	0.2267650894
724	0.2267574685
725	0.2267387878
726	0.2267202734
727	0.2267131172
728	0.2266940317
729	0.2266732107
730	0.2266645286
731	0.2266497889
732	0.2266322914
733	0.2266172365
734	0.2266058353
735	0.2265900646
736	0.2265793322
737	0.2265511253
738	0.2265357638
739	0.2265267438
740	0.2265116094
741	0.2265000793
742	0.2264801239
743	0.2264627223
744	0.2264486959
745	0.2264295855
746	0.2264206014
747	0.2264154622
748	0.2264037429
749	0.2263887938
750	0.2263662663
751	0.2263564867
752	0.2263339711
753	0.2263260961
754	0.2263022031
755	0.2262861909
756	0.2262747393
757	0.2262557497
758	0.2262469554
759	0.2262315339
760	0.22621618
761	0.2262056271
762	0.2261919652
763	0.2261839232
764	0.226168585
765	0.2261624373
766	0.2261507186
767	0.2261293119
768	0.2261171879
769	0.2261015563
770	0.2260809663
771	0.2260715651
772	0.226057962
773	0.2260481917
774	0.2260338025
775	0.2260204159
776	0.2259965372
777	0.2259910519
778	0.225971176
779	0.2259645163
780	0.2259562248
781	0.2259447446
782	0.2259237594
783	0.2259114145
784	0.2259020473
785	0.2258732802
786	0.2258560623
787	0.225845489
788	0.2258363383
789	0.2258171008
790	0.2258095599
791	0.2257943614
792	0.2257796491
793	0.2257643887
794	0.2257416197
795	0.2257289235
796	0.2257199395
797	0.2257096993
798	0.2256997857
799	0.2256822774
800	0.2256661107
801	0.2256540523
802	0.2256397671
803	0.2256272991
804	0.2256170837
805	0.2255946573
806	0.2255826308
807	0.2255721829
808	0.225556561
809	0.2255441109
810	0.2255323661
811	0.2255192353
812	0.2255105451
813	0.2254890618
814	0.2254764369
815	0.2254566031
816	0.225440809
817	0.2254279276
818	0.2254076879
819	0.2254002106
820	0.2253790228
821	0.2253694534
822	0.2253508261
823	0.2253374255
824	0.2253307006
825	0.2253150355
826	0.22529597
827	0.2252733906
828	0.2252607978
829	0.2252513086
830	0.2252307947
831	0.225222902
832	0.2252176092
833	0.225200353
834	0.2251917343
835	0.2251697057
836	0.2251494269
837	0.2251394278
838	0.225122906
839	0.2250980058
840	0.2250859259
841	0.2250732992
842	0.2250577014
843	0.2250419737
844	0.2250297464
845	0.2250134405
846	0.2249950863
847	0.2249800756
848	0.2249664674
849	0.2249570437
850	0.2249456889
851	0.2249287739
852	0.2249171951
853	0.2249055107
854	0.2248944626
855	0.224883148
856	0.2248712885
857	0.2248582203
858	0.2248491933
859	0.2248331282
860	0.2248184206
861	0.2248056035
862	0.2247962128
863	0.2247838988
864	0.2247689644
865	0.2247484459
866	0.2247343192
867	0.2247170087
868	0.2247115914
869	0.2246966279
870	0.2246843324
871	0.2246709093
872	0.2246547978
873	0.2246386968
874	0.2246161547
875	0.2245992299
876	0.2245793044
877	0.2245684497
878	0.2245554939
879	0.2245442444
880	0.2245325803
881	0.2245191969
882	0.224503323
883	0.2244858876
884	0.2244695466
885	0.2244521512
886	0.224437156
887	0.2244304429
888	0.2244056455
889	0.2243930516
890	0.2243752301
891	0.2243636454
892	0.2243536055
893	0.2243351732
894	0.2243199021
895	0.2243007382
896	0.2242869057
897	0.2242679409
898	0.2242565616
899	0.2242464455
900	0.2242380518
901	0.2242130352
902	0.2242036358
903	0.2241898597
904	0.2241764508
905	0.2241583703
906	0.2241516566
907	0.2241435625
908	0.224122571
909	0.2241106724
910	0.2240976299
911	0.2240879496
912	0.2240701062
913	0.224051882
914	0.2240348439
915	0.224020264
916	0.2240136962
917	0.2240005705
918	0.2239813226
919	0.223969501
920	0.2239562938
921	0.2239427682
922	0.2239283675
923	0.2239144552
924	0.2239036976
925	0.2238929548
926	0.2238814973
927	0.2238690856
928	0.2238503118
929	0.2238373168
930	0.2238282745
931	0.223824867
932	0.2238176234
933	0.2238029686
934	0.2237890476
935	0.223779451
936	0.2237597446
937	0.2237466031
938	0.2237378721
939	0.2237111046
940	0.2236884533
941	0.2236797901
942	0.2236726925
943	0.2236580368
944	0.2236386321
945	0.2236324724
946	0.2236154151
947	0.2236027871
948	0.2235963218
949	0.2235845996
950	0.2235717771
951	0.2235588664
952	0.2235376637
953	0.2235291175
954	0.2235197036
955	0.2235012564
956	0.2234833353
957	0.2234719998
958	0.2234628647
959	0.2234543445
960	0.223447118
961	0.2234418125
962	0.2234287463
963	0.2234237641
964	0.2234077969
965	0.2233956976
966	0.2233779696
967	0.2233718784
968	0.2233586726
969	0.2233484038
970	0.2233355443
971	0.2233213649
972	0.2233096863
973	0.2232984866
974	0.2232887502
975	0.2232807195
976	0.2232653298
977	0.2232554563
978	0.22324644
979	0.2232313259
980	0.2232072433
981	0.2231917874
982	0.2231853424
983	0.2231788651
984	0.2231593462
985	0.2231539555
986	0.2231384327
987	0.2231280635
988	0.2231259776
989	0.2231093904
990	0.2230957501
991	0.2230887666
992	0.2230765848
993	0.2230581711
994	0.22304718
995	0.2230340845
996	0.2230118991
997	0.2229969761
998	0.2229886434
999	0.2229722959
1000	0.2229642503
1001	0.2229528749
1002	0.2229469575
1003	0.2229361137
1004	0.2229298452
1005	0.2229096941
1006	0.2228980921
1007	0.2228763768
1008	0.2228708775
1009	0.2228568305
1010	0.2228497427
1011	0.2228408859
1012	0.2228274321
1013	0.2228066532
1014	0.2227922991
1015	0.2227756772
1016	0.2227679781
1017	0.2227583089
1018	0.2227495063
1019	0.2227326905
1020	0.222719121
1021	0.2227019394
1022	0.2226894455
1023	0.2226821314
1024	0.2226649802
1025	0.2226544177
1026	0.2226461485
1027	0.2226270024
1028	0.2226129855
1029	0.2226018434
1030	0.2225851331
1031	0.2225681862
1032	0.2225523111
1033	0.2225426469
1034	0.2225340269
1035	0.2225260963
1036	0.222500998
1037	0.2224841934
1038	0.2224541609
1039	0.2224354914
1040	0.2224194679
1041	0.2223957692
1042	0.2223812891
1043	0.2223716209
1044	0.2223648413
1045	0.2223475735
1046	0.2223341572
1047	0.2223160236
1048	0.2223076791
1049	0.2222965807
1050	0.2222904922
1051	0.2222735772
1052	0.2222648699
1053	0.2222547519
1054	0.222241807
1055	0.2222302753
1056	0.2222190254
1057	0.2222033282
1058	0.2221944165
1059	0.2221839736
1060	0.2221673633
1061	0.2221596179
1062	0.2221531668
1063	0.222144808
1064	0.2221361516
1065	0.2221287498
1066	0.2221138519
1067	0.2221044188
1068	0.2220835456
1069	0.2220658814
1070	0.2220533034
1071	0.2220447591
1072	0.2220324569
1073	0.2220219933
1074	0.2220096642
1075	0.2220003643
1076	0.221993465
1077	0.2219797042
1078	0.2219657214
1079	0.2219560161
1080	0.2219399265
1081	0.221935296
1082	0.2219261825
1083	0.2219106872
1084	0.2218918269
1085	0.2218813751
1086	0.2218724662
1087	0.2218582266
1088	0.2218486785
1089	0.2218380117
1090	0.2218248461
1091	0.2218170212
1092	0.2218113203
1093	0.2218050082
1094	0.2217915724
1095	0.2217806136
1096	0.2217659121
1097	0.2217442454
1098	0.2217226803
1099	0.2217136307
1100	0.2217017499
1101	0.2216916786
1102	0.2216740228
1103	0.2216635936
1104	0.2216495876
1105	0.2216417762
1106	0.2216283905
1107	0.2216065934
1108	0.221595893
1109	0.2215849957
1110	0.2215748099
1111	0.2215657034
1112	0.2215533798
1113	0.2215377329
1114	0.2215184557
1115	0.2215045684
1116	0.2214844151
1117	0.2214666258
1118	0.2214602093
1119	0.2214485947
1120	0.2214295999
1121	0.2214196927
1122	0.2214061513
1123	0.2213997326
1124	0.2213720635
1125	0.221356215
1126	0.2213401739
1127	0.2213195979
1128	0.2213002197
1129	0.2212808489
1130	0.2212610974
1131	0.2212462151
1132	0.2212266742
1133	0.2212083852
1134	0.2211954014
1135	0.2211800919
1136	0.2211705121
1137	0.2211542086
1138	0.2211444412
1139	0.2211389683
1140	0.2211278615
1141	0.2211228686
1142	0.2211111748
1143	0.2210963767
1144	0.2210916576
1145	0.2210808717
1146	0.2210610492
1147	0.2210402576
1148	0.2210306551
1149	0.2210141675
1150	0.220997309
1151	0.2209827629
1152	0.2209724127
1153	0.2209681053
1154	0.2209456708
1155	0.2209289929
1156	0.2209206996
1157	0.2209113342
1158	0.2209002084
1159	0.2208801756
1160	0.220869136
1161	0.2208558238
1162	0.2208465587
1163	0.2208355577
1164	0.2208221906
1165	0.2208111411
1166	0.2207946593
1167	0.2207753774
1168	0.2207655361
1169	0.2207593371
1170	0.220752472
1171	0.2207422241
1172	0.2207278931
1173	0.2207162983
1174	0.2207047066
1175	0.2206932998
1176	0.2206847973
1177	0.2206782861
1178	0.2206648299
1179	0.220659678
1180	0.2206462878
1181	0.2206333358
1182	0.2206226173
1183	0.2206170095
1184	0.2206029617
1185	0.2205894657
1186	0.2205760894
1187	0.2205654685
1188	0.2205548811
1189	0.2205390414
1190	0.2205228979
1191	0.2205098377
1192	0.2204978903
1193	0.2204757448
1194	0.2204695214
1195	0.220457409
1196	0.2204473062
1197	0.2204343128
1198	0.2204198594
1199	0.2204079985
1200	0.2204032345
1201	0.2203908052
1202	0.2203758323
1203	0.2203597692
1204	0.2203525131
1205	0.2203427197
1206	0.2203308871
1207	0.2203184358
1208	0.2203063404
1209	0.2202994328
1210	0.220285708
1211	0.2202675527
1212	0.2202516843
1213	0.2202389706
1214	0.2202282808
1215	0.2202172987
1216	0.2202015358
1217	0.2201892471
1218	0.2201722605
1219	0.2201586777
1220	0.2201492531
1221	0.2201314618
1222	0.2201247429
1223	0.2201132257
1224	0.2201059661
1225	0.2200961275
1226	0.2200802304
1227	0.2200698122
1228	0.2200629064
1229	0.2200475281
1230	0.2200350398
1231	0.2200256791
1232	0.220015614
1233	0.2200077573
1234	0.219996797
1235	0.2199808061
1236	0.2199682958
1237	0.2199548558
1238	0.2199333565
1239	0.2199215652
1240	0.2199100515
1241	0.2198932386
1242	0.2198841888
1243	0.2198799176
1244	0.2198696263
1245	0.219857564
1246	0.2198450045
1247	0.2198329937
1248	0.2198167884
1249	0.2198085612
1250	0.2197970413
1251	0.219780981
1252	0.2197722106
1253	0.2197636414
1254	0.2197560611
1255	0.2197503597
1256	0.2197432299
1257	0.2197305474
1258	0.2197150005
1259	0.2196987538
1260	0.2196821785
1261	0.2196758475
1262	0.2196647844
1263	0.2196535117
1264	0.2196429867
1265	0.2196369684
1266	0.2196203998
1267	0.219611457
1268	0.2196026275
1269	0.2195920419
1270	0.2195754413
1271	0.2195688833
1272	0.2195599515
1273	0.2195521064
1274	0.2195376621
1275	0.2195236881
1276	0.2195162248
1277	0.2195057027
1278	0.2194863191
1279	0.2194743261
1280	0.2194674325
1281	0.2194548059
1282	0.2194473467
1283	0.2194385989
1284	0.219423487
1285	0.219406065
1286	0.219391764
1287	0.2193696273
1288	0.2193560755
1289	0.2193466454
1290	0.2193385366
1291	0.2193289105
1292	0.2193200919
1293	0.219305072
1294	0.2192945366
1295	0.2192791499
1296	0.219268465
1297	0.2192497547
1298	0.21924267
1299	0.2192370812
1300	0.219230741
1301	0.2192260475
1302	0.2192084982
1303	0.2191927177
1304	0.2191756138
1305	0.2191688397
1306	0.2191591799
1307	0.2191518232
1308	0.2191423046
1309	0.2191218656
1310	0.2191149927
1311	0.2190946167
1312	0.21907453
1313	0.2190638434
1314	0.2190502342
1315	0.2190429959
1316	0.2190278628
1317	0.2190201895
1318	0.2190058055
1319	0.2189929719
1320	0.2189879387
1321	0.2189756986
1322	0.2189642448
1323	0.2189525384
1324	0.2189428084
1325	0.2189334722
1326	0.2189256663
1327	0.2189161358
1328	0.2189034721
1329	0.2188957166
1330	0.2188826059
1331	0.2188662381
1332	0.2188459168
1333	0.2188382171
1334	0.2188325962
1335	0.2188215347
1336	0.2188097399
1337	0.2187999417
1338	0.2187816284
1339	0.2187635175
1340	0.2187455667
1341	0.2187338421
1342	0.2187236212
1343	0.2187142595
1344	0.2186949534
1345	0.2186721552
1346	0.2186623553
1347	0.2186534423
1348	0.218632942
1349	0.2186232734
1350	0.2186167456
1351	0.2185942622
1352	0.2185805879
1353	0.218563236
1354	0.2185537152
1355	0.2185416317
1356	0.2185340035
1357	0.2185224484
1358	0.2185123642
1359	0.2185047116
1360	0.2184959903
1361	0.2184873511
1362	0.2184739718
1363	0.2184687574
1364	0.2184504152
1365	0.2184393733
1366	0.218429082
1367	0.2184250392
1368	0.2184060031
1369	0.2183984296
1370	0.2183814993
1371	0.2183732803
1372	0.2183555823
1373	0.2183479858
1374	0.2183429087
1375	0.2183345552
1376	0.2183269296
1377	0.2183115818
1378	0.2183003547
1379	0.2182912398
1380	0.2182833815
1381	0.2182760218
1382	0.2182657567
1383	0.218252798
1384	0.2182425088
1385	0.2182321192
1386	0.2182199999
1387	0.2182045772
1388	0.2181948671
1389	0.2181848216
1390	0.2181774024
1391	0.2181688582
1392	0.2181585843
1393	0.2181491089
1394	0.218141678
1395	0.2181260127
1396	0.218108125
1397	0.2180974202
1398	0.2180791777
1399	0.2180719017
1400	0.2180583964
1401	0.2180477786
1402	0.2180352329
1403	0.2180220328
1404	0.2180145572
1405	0.2179947574
1406	0.2179749816
1407	0.2179597125
1408	0.2179423862
1409	0.2179360617
1410	0.2179213877
1411	0.2179047567
1412	0.2178950875
1413	0.2178778149
1414	0.2178636725
1415	0.217854319
1416	0.2178470449
1417	0.2178328362
1418	0.2178244645
1419	0.2178176703
1420	0.2178133194
1421	0.2177910562
1422	0.2177773844
1423	0.217773053
1424	0.2177647104
1425	0.2177593652
1426	0.2177484718
1427	0.2177368575
1428	0.2177224471
1429	0.2177062454
1430	0.2176976307
1431	0.217685122
1432	0.2176756363
1433	0.2176579924
1434	0.2176437068
1435	0.2176323906
1436	0.2176199057
1437	0.2176076571
1438	0.2175917049
1439	0.2175839181
1440	0.2175784191
1441	0.2175682638
1442	0.2175558974
1443	0.2175464463
1444	0.2175327386
1445	0.2175194471
1446	0.21750829
1447	0.2174945423
1448	0.217480876
1449	0.2174764052
1450	0.2174640146
1451	0.2174529554
1452	0.2174410974
1453	0.217431629
1454	0.2174158442
1455	0.2174060595
1456	0.2173990783
1457	0.2173941613
1458	0.2173772103
1459	0.2173714247
1460	0.2173625146
1461	0.2173423524
1462	0.2173339301
1463	0.2173187044
1464	0.217302858
1465	0.2172927668
1466	0.2172838304
1467	0.2172743132
1468	0.2172662106
1469	0.2172542146
1470	0.2172421292
1471	0.2172315133
1472	0.2172166765
1473	0.2172081099
1474	0.2172009117
1475	0.2171850947
1476	0.2171749608
1477	0.2171628121
1478	0.2171582486
1479	0.2171496282
1480	0.2171349134
1481	0.2171235147
1482	0.2171156424
1483	0.2171048661
1484	0.2170921501
1485	0.2170828813
1486	0.2170716584
1487	0.217061912
1488	0.2170472928
1489	0.2170259987
1490	0.2170100167
1491	0.2170055811
1492	0.2169963129
1493	0.2169799454
1494	0.2169678259
1495	0.2169591212
1496	0.2169538482
1497	0.2169444127
1498	0.2169302909
1499	0.2169215492
1500	0.2169082982
1501	0.216893969
1502	0.2168845528
1503	0.2168651099
1504	0.2168486436
1505	0.2168317843
1506	0.2168233827
1507	0.2168187135
1508	0.2168086285
1509	0.216799108
1510	0.2167846637
